hour,timestamp,avg_voltage,avg_current,avg_power,energy_kwh,samples,hour_of_day,day_of_week,is_weekend
2009-08-22_10,1250935200,240.86,5.66,1.303,1.303,60,10,5,1
2009-08-22_11,1250938800,240.29,4.91,1.11,1.11,60,11,5,1
2009-08-22_12,1250942400,240.25,5.65,1.265,1.265,60,12,5,1
2009-08-22_13,1250946000,239.84,7.83,1.814,1.814,60,13,5,1
2009-08-22_14,1250949600,242.07,2.55,0.502,0.502,60,14,5,1
2009-08-22_15,1250953200,242.06,1.86,0.377,0.377,60,15,5,1
2009-08-22_16,1250956800,241.51,3.02,0.696,0.696,60,16,5,1
2009-08-22_17,1250960400,240.06,6.81,1.494,1.494,60,17,5,1
2009-08-22_18,1250964000,238.75,13.85,3.178,3.178,60,18,5,1
2009-08-22_19,1250967600,240.75,9.75,2.157,2.157,60,19,5,1
2009-08-22_20,1250971200,241.94,7.83,1.794,1.794,60,20,5,1
2009-08-22_21,1250974800,240.88,4.6,1.051,1.051,60,21,5,1
2009-08-22_22,1250978400,241.23,4.84,1.081,1.081,60,22,5,1
2009-08-22_23,1250982000,240.93,2.4,0.45,0.45,60,23,5,1
2009-08-23_00,1250985600,243.77,2.44,0.444,0.444,60,0,6,1
2009-08-23_01,1250989200,242.77,1.85,0.369,0.369,60,1,6,1
2009-08-23_02,1250992800,242.72,1.68,0.342,0.342,60,2,6,1
2009-08-23_03,1250996400,242.23,2.17,0.416,0.416,60,3,6,1
2009-08-23_04,1251000000,243.23,1.62,0.333,0.333,60,4,6,1
2009-08-23_05,1251003600,243.11,1.78,0.373,0.373,60,5,6,1
2009-08-23_06,1251007200,243.32,1.94,0.395,0.395,60,6,6,1
2009-08-23_07,1251010800,241.15,4.85,1.13,1.13,60,7,6,1
2009-08-23_08,1251014400,239.4,5.23,1.224,1.224,60,8,6,1
2009-08-23_09,1251018000,239.78,6.64,1.569,1.569,60,9,6,1
2009-08-23_10,1251021600,241.11,1.38,0.298,0.298,60,10,6,1
2009-08-23_11,1251025200,240.43,1.77,0.358,0.358,60,11,6,1
2009-08-23_12,1251028800,240.43,1.3,0.287,0.287,60,12,6,1
2009-08-23_13,1251032400,240.56,1.55,0.328,0.328,60,13,6,1
2009-08-23_14,1251036000,241.79,1.69,0.346,0.346,60,14,6,1
2009-08-23_15,1251039600,241.71,1.3,0.285,0.285,60,15,6,1
2009-08-23_16,1251043200,242.1,2.27,0.479,0.479,60,16,6,1
2009-08-23_17,1251046800,241.48,7.72,1.799,1.799,60,17,6,1
2009-08-23_18,1251050400,242.51,4.52,1.054,1.054,60,18,6,1
2009-08-23_19,1251054000,241.56,4.07,0.86,0.86,60,19,6,1
2009-08-23_20,1251057600,240.62,6.58,1.504,1.504,60,20,6,1
2009-08-23_21,1251061200,237.8,8.71,2.067,2.067,60,21,6,1
2009-08-23_22,1251064800,239.77,5.01,1.152,1.152,60,22,6,1
2009-08-23_23,1251068400,243.99,1.85,0.367,0.367,60,23,6,1
2009-08-24_00,1251072000,240.44,1.57,0.348,0.348,60,0,0,0
2009-08-24_01,1251075600,241.23,1.51,0.323,0.323,60,1,0,0
2009-08-24_02,1251079200,241.41,1.74,0.356,0.356,60,2,0,0
2009-08-24_03,1251082800,242.42,1.42,0.307,0.307,60,3,0,0
2009-08-24_04,1251086400,241.98,1.55,0.324,0.324,60,4,0,0
2009-08-24_05,1251090000,240.6,3.88,0.902,0.902,60,5,0,0
2009-08-24_06,1251093600,239.63,4.99,1.193,1.193,60,6,0,0
2009-08-24_07,1251097200,240.26,7.94,1.894,1.894,60,7,0,0
2009-08-24_08,1251100800,240.13,6.1,1.47,1.47,60,8,0,0
2009-08-24_09,1251104400,241.27,2.62,0.612,0.612,60,9,0,0
2009-08-24_10,1251108000,240.47,1.74,0.358,0.358,60,10,0,0
2009-08-24_11,1251111600,240.27,1.44,0.305,0.305,60,11,0,0
2009-08-24_12,1251115200,242.37,1.59,0.327,0.327,60,12,0,0
2009-08-24_13,1251118800,241.45,1.69,0.344,0.344,60,13,0,0
2009-08-24_14,1251122400,240.19,1.29,0.282,0.282,60,14,0,0
2009-08-24_15,1251126000,241.2,1.64,0.337,0.337,60,15,0,0
2009-08-24_16,1251129600,241.35,1.67,0.34,0.34,60,16,0,0
2009-08-24_17,1251133200,241.43,4.92,1.155,1.155,60,17,0,0
2009-08-24_18,1251136800,240.13,9.71,2.314,2.314,60,18,0,0
2009-08-24_19,1251140400,240.33,8.56,1.947,1.947,60,19,0,0
2009-08-24_20,1251144000,242.11,3.78,0.884,0.884,60,20,0,0
2009-08-24_21,1251147600,239.74,10.01,2.38,2.38,60,21,0,0
2009-08-24_22,1251151200,242.32,5.82,1.38,1.38,60,22,0,0
2009-08-24_23,1251154800,242.86,3.35,0.791,0.791,60,23,0,0
2009-08-25_00,1251158400,242.16,2.26,0.485,0.485,60,0,1,0
2009-08-25_01,1251162000,240.59,1.67,0.356,0.356,60,1,1,0
2009-08-25_02,1251165600,240.4,1.47,0.314,0.314,60,2,1,0
2009-08-25_03,1251169200,240.38,1.73,0.357,0.357,60,3,1,0
2009-08-25_04,1251172800,240.91,1.32,0.293,0.293,60,4,1,0
2009-08-25_05,1251176400,240.94,1.58,0.337,0.337,60,5,1,0
2009-08-25_06,1251180000,242.27,3.05,0.697,0.697,60,6,1,0
2009-08-25_07,1251183600,241.31,5.69,1.348,1.348,60,7,1,0
2009-08-25_08,1251187200,241.03,2.0,0.418,0.418,60,8,1,0
2009-08-25_09,1251190800,242.56,1.64,0.348,0.348,60,9,1,0
2009-08-25_10,1251194400,242.01,4.37,1.052,1.052,60,10,1,0
2009-08-25_11,1251198000,241.77,1.73,0.352,0.352,60,11,1,0
2009-08-25_12,1251201600,243.3,1.27,0.285,0.285,60,12,1,0
2009-08-25_13,1251205200,241.65,1.61,0.338,0.338,60,13,1,0
2009-08-25_14,1251208800,241.6,1.55,0.328,0.328,60,14,1,0
2009-08-25_15,1251212400,242.8,1.26,0.283,0.283,60,15,1,0
2009-08-25_16,1251216000,242.86,1.85,0.372,0.372,60,16,1,0
2009-08-25_17,1251219600,242.01,1.35,0.298,0.298,60,17,1,0
2009-08-25_18,1251223200,241.07,3.27,0.763,0.763,60,18,1,0
2009-08-25_19,1251226800,240.38,8.43,2.001,2.001,60,19,1,0
2009-08-25_20,1251230400,241.25,7.58,1.715,1.715,60,20,1,0
2009-08-25_21,1251234000,240.46,6.07,1.442,1.442,60,21,1,0
2009-08-25_22,1251237600,241.11,4.47,1.065,1.065,60,22,1,0
2009-08-25_23,1251241200,241.42,2.12,0.481,0.481,60,23,1,0
2009-08-26_00,1251244800,240.97,1.79,0.381,0.381,60,0,2,0
2009-08-26_01,1251248400,241.09,1.34,0.293,0.293,60,1,2,0
2009-08-26_02,1251252000,240.04,1.54,0.323,0.323,60,2,2,0
2009-08-26_03,1251255600,241.3,1.4,0.304,0.304,60,3,2,0
2009-08-26_04,1251259200,241.44,1.39,0.3,0.3,60,4,2,0
2009-08-26_05,1251262800,240.34,1.63,0.341,0.341,60,5,2,0
2009-08-26_06,1251266400,242.02,2.83,0.652,0.652,60,6,2,0
2009-08-26_07,1251270000,239.92,6.8,1.617,1.617,60,7,2,0
2009-08-26_08,1251273600,240.42,7.3,1.756,1.756,60,8,2,0
2009-08-26_09,1251277200,242.4,4.86,1.152,1.152,60,9,2,0
2009-08-26_10,1251280800,241.39,5.89,1.425,1.425,60,10,2,0
2009-08-26_11,1251284400,242.97,1.97,0.453,0.453,60,11,2,0
2009-08-26_12,1251288000,242.89,1.56,0.331,0.331,60,12,2,0
2009-08-26_13,1251291600,242.16,1.53,0.316,0.316,60,13,2,0
2009-08-26_14,1251295200,242.88,1.38,0.298,0.298,60,14,2,0
2009-08-26_15,1251298800,243.35,1.72,0.347,0.347,60,15,2,0
2009-08-26_16,1251302400,242.3,1.28,0.282,0.282,60,16,2,0
2009-08-26_17,1251306000,243.69,1.61,0.334,0.334,60,17,2,0
2009-08-26_18,1251309600,242.76,1.61,0.337,0.337,60,18,2,0
2009-08-26_19,1251313200,240.58,5.89,1.374,1.374,60,19,2,0
2009-08-26_20,1251316800,240.48,9.85,2.292,2.292,60,20,2,0
2009-08-26_21,1251320400,239.69,11.93,2.823,2.823,60,21,2,0
2009-08-26_22,1251324000,244.19,2.98,0.704,0.704,60,22,2,0
2009-08-26_23,1251327600,243.38,2.3,0.507,0.507,60,23,2,0
2009-08-27_00,1251331200,242.27,1.7,0.39,0.39,60,0,3,0
2009-08-27_01,1251334800,242.03,1.66,0.368,0.368,60,1,3,0
2009-08-27_02,1251338400,241.56,1.75,0.387,0.387,60,2,3,0
2009-08-27_03,1251342000,242.16,1.5,0.336,0.336,60,3,3,0
2009-08-27_04,1251345600,241.26,4.06,0.95,0.95,60,4,3,0
2009-08-27_05,1251349200,241.47,1.48,0.328,0.328,60,5,3,0
2009-08-27_06,1251352800,242.38,1.83,0.41,0.41,60,6,3,0
2009-08-27_07,1251356400,239.58,3.72,0.844,0.844,60,7,3,0
2009-08-27_08,1251360000,240.43,3.71,0.865,0.865,60,8,3,0
2009-08-27_09,1251363600,239.33,1.75,0.354,0.354,60,9,3,0
2009-08-27_10,1251367200,240.76,1.33,0.288,0.288,60,10,3,0
2009-08-27_11,1251370800,239.81,1.66,0.341,0.341,60,11,3,0
2009-08-27_12,1251374400,240.6,1.45,0.306,0.306,60,12,3,0
2009-08-27_13,1251378000,241.78,1.55,0.321,0.321,60,13,3,0
2009-08-27_14,1251381600,243.15,1.73,0.351,0.351,60,14,3,0
2009-08-27_15,1251385200,241.72,1.29,0.284,0.284,60,15,3,0
2009-08-27_16,1251388800,241.91,1.63,0.338,0.338,60,16,3,0
2009-08-27_17,1251392400,240.74,3.03,0.699,0.699,60,17,3,0
2009-08-27_18,1251396000,241.65,2.36,0.532,0.532,60,18,3,0
2009-08-27_19,1251399600,242.86,2.14,0.467,0.467,60,19,3,0
2009-08-27_20,1251403200,242.64,3.62,0.81,0.81,60,20,3,0
2009-08-27_21,1251406800,241.77,4.24,0.997,0.997,60,21,3,0
2009-08-27_22,1251410400,242.68,4.23,1.013,1.013,60,22,3,0
2009-08-27_23,1251414000,244.8,2.2,0.513,0.513,60,23,3,0
2009-08-28_00,1251417600,242.41,2.77,0.635,0.635,60,0,4,0
2009-08-28_01,1251421200,242.33,1.99,0.461,0.461,60,1,4,0
2009-08-28_02,1251424800,239.77,4.29,1.018,1.018,60,2,4,0
2009-08-28_03,1251428400,240.5,1.51,0.323,0.323,60,3,4,0
2009-08-28_04,1251432000,240.65,1.23,0.274,0.274,60,4,4,0
2009-08-28_05,1251435600,240.38,1.69,0.352,0.352,60,5,4,0
2009-08-28_06,1251439200,240.24,1.86,0.405,0.405,60,6,4,0
2009-08-28_07,1251442800,239.75,3.33,0.772,0.772,60,7,4,0
2009-08-28_08,1251446400,238.09,7.67,1.823,1.823,60,8,4,0
2009-08-28_09,1251450000,238.01,7.06,1.674,1.674,60,9,4,0
2009-08-28_10,1251453600,239.81,2.11,0.434,0.434,60,10,4,0
2009-08-28_11,1251457200,240.39,2.13,0.476,0.476,60,11,4,0
2009-08-28_12,1251460800,240.26,8.12,1.939,1.939,60,12,4,0
2009-08-28_13,1251464400,240.34,3.96,0.93,0.93,60,13,4,0
2009-08-28_14,1251468000,242.72,1.32,0.287,0.287,60,14,4,0
2009-08-28_15,1251471600,241.94,3.21,0.717,0.717,60,15,4,0
2009-08-28_16,1251475200,241.6,1.73,0.393,0.393,60,16,4,0
2009-08-28_17,1251478800,242.21,1.96,0.427,0.427,60,17,4,0
2009-08-28_18,1251482400,242.78,2.63,0.572,0.572,60,18,4,0
2009-08-28_19,1251486000,242.31,1.37,0.305,0.305,60,19,4,0
2009-08-28_20,1251489600,240.64,5.51,1.28,1.28,60,20,4,0
2009-08-28_21,1251493200,238.65,9.11,2.183,2.183,60,21,4,0
2009-08-28_22,1251496800,241.72,2.85,0.66,0.66,60,22,4,0
2009-08-28_23,1251500400,243.49,1.51,0.309,0.309,60,23,4,0
2009-08-29_00,1251504000,240.3,1.33,0.283,0.283,60,0,5,1
2009-08-29_01,1251507600,240.91,1.63,0.332,0.332,60,1,5,1
2009-08-29_02,1251511200,241.54,1.25,0.27,0.27,60,2,5,1
2009-08-29_03,1251514800,243.05,2.11,0.472,0.472,60,3,5,1
2009-08-29_04,1251518400,243.17,1.39,0.295,0.295,60,4,5,1
2009-08-29_05,1251522000,243.05,1.37,0.291,0.291,60,5,5,1
2009-08-29_06,1251525600,242.5,3.77,0.89,0.89,60,6,5,1
2009-08-29_07,1251529200,242.04,2.32,0.5,0.5,60,7,5,1
2009-08-29_08,1251532800,241.26,1.93,0.401,0.401,60,8,5,1
2009-08-29_09,1251536400,241.13,4.74,1.118,1.118,60,9,5,1
2009-08-29_10,1251540000,241.82,2.55,0.532,0.532,60,10,5,1
2009-08-29_11,1251543600,239.02,4.81,1.11,1.11,60,11,5,1
2009-08-29_12,1251547200,239.89,6.21,1.423,1.423,60,12,5,1
2009-08-29_13,1251550800,240.1,7.16,1.693,1.693,60,13,5,1
2009-08-29_14,1251554400,239.41,5.61,1.35,1.35,60,14,5,1
2009-08-29_15,1251558000,239.37,7.68,1.774,1.774,60,15,5,1
2009-08-29_16,1251561600,238.89,8.93,2.063,2.063,60,16,5,1
2009-08-29_17,1251565200,239.88,5.87,1.357,1.357,60,17,5,1
2009-08-29_18,1251568800,239.58,6.86,1.599,1.599,60,18,5,1
2009-08-29_19,1251572400,240.05,7.03,1.688,1.688,60,19,5,1
2009-08-29_20,1251576000,241.48,6.49,1.573,1.573,60,20,5,1
2009-08-29_21,1251579600,241.08,4.75,1.099,1.099,60,21,5,1
2009-08-29_22,1251583200,241.62,2.1,0.473,0.473,60,22,5,1
2009-08-29_23,1251586800,242.28,2.51,0.556,0.556,60,23,5,1
2009-08-30_00,1251590400,240.43,2.54,0.587,0.587,60,0,6,1
2009-08-30_01,1251594000,241.21,1.72,0.365,0.365,60,1,6,1
2009-08-30_02,1251597600,241.32,1.75,0.373,0.373,60,2,6,1
2009-08-30_03,1251601200,242.25,1.45,0.321,0.321,60,3,6,1
2009-08-30_04,1251604800,242.8,1.86,0.394,0.394,60,4,6,1
2009-08-30_05,1251608400,241.98,3.27,0.773,0.773,60,5,6,1
2009-08-30_06,1251612000,242.34,2.38,0.541,0.541,60,6,6,1
2009-08-30_07,1251615600,242.07,1.67,0.36,0.36,60,7,6,1
2009-08-30_08,1251619200,240.68,2.25,0.493,0.493,60,8,6,1
2009-08-30_09,1251622800,241.98,2.29,0.477,0.477,60,9,6,1
2009-08-30_10,1251626400,240.5,4.28,0.999,0.999,60,10,6,1
2009-08-30_11,1251630000,241.23,8.87,2.114,2.114,60,11,6,1
2009-08-30_12,1251633600,240.76,9.49,2.254,2.254,60,12,6,1
2009-08-30_13,1251637200,240.45,6.82,1.624,1.624,60,13,6,1
2009-08-30_14,1251640800,237.41,11.7,2.743,2.743,60,14,6,1
2009-08-30_15,1251644400,238.12,15.36,3.591,3.591,60,15,6,1
2009-08-30_16,1251648000,242.76,3.22,0.669,0.669,60,16,6,1
2009-08-30_17,1251651600,241.39,4.04,0.93,0.93,60,17,6,1
2009-08-30_18,1251655200,241.4,3.08,0.693,0.693,60,18,6,1
2009-08-30_19,1251658800,240.84,6.54,1.56,1.56,60,19,6,1
2009-08-30_20,1251662400,239.68,7.54,1.792,1.792,60,20,6,1
2009-08-30_21,1251666000,239.27,8.7,2.072,2.072,60,21,6,1
2009-08-30_22,1251669600,240.93,6.13,1.472,1.472,60,22,6,1
2009-08-30_23,1251673200,244.16,2.57,0.612,0.612,60,23,6,1
2009-08-31_00,1251676800,242.92,1.95,0.42,0.42,60,0,0,0
2009-08-31_01,1251680400,242.22,1.54,0.338,0.338,60,1,0,0
2009-08-31_02,1251684000,241.41,1.83,0.391,0.391,60,2,0,0
2009-08-31_03,1251687600,242.35,1.6,0.362,0.362,60,3,0,0
2009-08-31_04,1251691200,241.4,3.62,0.856,0.856,60,4,0,0
2009-08-31_05,1251694800,242.23,1.68,0.363,0.363,60,5,0,0
2009-08-31_06,1251698400,241.64,2.24,0.506,0.506,60,6,0,0
2009-08-31_07,1251702000,237.39,7.26,1.726,1.726,60,7,0,0
2009-08-31_08,1251705600,233.05,5.91,1.386,1.386,60,8,0,0
2009-08-31_09,1251709200,233.8,5.75,1.349,1.349,60,9,0,0
2009-08-31_10,1251712800,233.58,4.97,1.137,1.137,60,10,0,0
2009-08-31_11,1251716400,232.94,6.31,1.471,1.471,60,11,0,0
2009-08-31_12,1251720000,232.09,6.56,1.513,1.513,60,12,0,0
2009-08-31_13,1251723600,234.02,2.75,0.625,0.625,60,13,0,0
2009-08-31_14,1251727200,235.86,3.18,0.726,0.726,60,14,0,0
2009-08-31_15,1251730800,236.63,2.25,0.511,0.511,60,15,0,0
2009-08-31_16,1251734400,236.71,1.47,0.329,0.329,60,16,0,0
2009-08-31_17,1251738000,239.74,2.12,0.439,0.439,60,17,0,0
2009-08-31_18,1251741600,240.47,1.89,0.399,0.399,60,18,0,0
2009-08-31_19,1251745200,241.41,3.56,0.813,0.813,60,19,0,0
2009-08-31_20,1251748800,242.34,4.28,0.971,0.971,60,20,0,0
2009-08-31_21,1251752400,239.45,10.81,2.567,2.567,60,21,0,0
2009-08-31_22,1251756000,242.34,4.35,0.998,0.998,60,22,0,0
2009-08-31_23,1251759600,243.84,3.85,0.895,0.895,60,23,0,0
2009-09-01_00,1251763200,242.92,1.87,0.391,0.391,60,0,1,0
2009-09-01_01,1251766800,241.12,1.96,0.407,0.407,60,1,1,0
2009-09-01_02,1251770400,240.67,1.58,0.33,0.33,60,2,1,0
2009-09-01_03,1251774000,241.35,1.91,0.394,0.394,60,3,1,0
2009-09-01_04,1251777600,241.37,1.84,0.379,0.379,60,4,1,0
2009-09-01_05,1251781200,241.42,1.62,0.344,0.344,60,5,1,0
2009-09-01_06,1251784800,239.59,3.19,0.705,0.705,60,6,1,0
2009-09-01_07,1251788400,239.51,7.16,1.708,1.708,60,7,1,0
2009-09-01_08,1251792000,241.0,5.36,1.284,1.284,60,8,1,0
2009-09-01_09,1251795600,241.86,2.52,0.577,0.577,60,9,1,0
2009-09-01_10,1251799200,240.76,1.47,0.328,0.328,60,10,1,0
2009-09-01_11,1251802800,239.18,1.84,0.388,0.388,60,11,1,0
2009-09-01_12,1251806400,240.4,1.47,0.33,0.33,60,12,1,0
2009-09-01_13,1251810000,241.52,1.67,0.361,0.361,60,13,1,0
2009-09-01_14,1251813600,242.43,1.63,0.352,0.352,60,14,1,0
2009-09-01_15,1251817200,242.34,1.42,0.324,0.324,60,15,1,0
2009-09-01_16,1251820800,242.8,2.01,0.428,0.428,60,16,1,0
2009-09-01_17,1251824400,241.0,2.98,0.676,0.676,60,17,1,0
2009-09-01_18,1251828000,240.42,3.94,0.916,0.916,60,18,1,0
2009-09-01_19,1251831600,241.03,3.32,0.727,0.727,60,19,1,0
2009-09-01_20,1251835200,238.32,9.2,2.188,2.188,60,20,1,0
2009-09-01_21,1251838800,239.22,6.55,1.554,1.554,60,21,1,0
2009-09-01_22,1251842400,244.25,3.59,0.861,0.861,60,22,1,0
2009-09-01_23,1251846000,244.8,1.73,0.389,0.389,60,23,1,0
2009-09-02_00,1251849600,242.32,1.76,0.4,0.4,60,0,2,0
2009-09-02_01,1251853200,242.49,1.4,0.316,0.316,60,1,2,0
2009-09-02_02,1251856800,242.29,1.8,0.389,0.389,60,2,2,0
2009-09-02_03,1251860400,244.14,1.46,0.332,0.332,60,3,2,0
2009-09-02_04,1251864000,243.34,1.51,0.339,0.339,60,4,2,0
2009-09-02_05,1251867600,241.67,4.2,0.991,0.991,60,5,2,0
2009-09-02_06,1251871200,241.0,3.62,0.845,0.845,60,6,2,0
2009-09-02_07,1251874800,239.05,8.33,1.988,1.988,60,7,2,0
2009-09-02_08,1251878400,238.95,8.04,1.92,1.92,60,8,2,0
2009-09-02_09,1251882000,239.53,7.9,1.894,1.894,60,9,2,0
2009-09-02_10,1251885600,240.62,6.0,1.445,1.445,60,10,2,0
2009-09-02_11,1251889200,240.26,5.71,1.376,1.376,60,11,2,0
2009-09-02_12,1251892800,242.73,3.42,0.804,0.804,60,12,2,0
2009-09-02_13,1251896400,241.62,2.37,0.518,0.518,60,13,2,0
2009-09-02_14,1251900000,241.55,1.73,0.373,0.373,60,14,2,0
2009-09-02_15,1251903600,242.89,1.59,0.348,0.348,60,15,2,0
2009-09-02_16,1251907200,243.06,1.66,0.365,0.365,60,16,2,0
2009-09-02_17,1251910800,242.37,1.95,0.415,0.415,60,17,2,0
2009-09-02_18,1251914400,242.76,1.56,0.341,0.341,60,18,2,0
2009-09-02_19,1251918000,242.83,2.01,0.441,0.441,60,19,2,0
2009-09-02_20,1251921600,238.15,7.87,1.855,1.855,60,20,2,0
2009-09-02_21,1251925200,239.87,7.29,1.74,1.74,60,21,2,0
2009-09-02_22,1251928800,244.3,2.4,0.541,0.541,60,22,2,0
2009-09-02_23,1251932400,245.83,1.77,0.404,0.404,60,23,2,0
2009-09-03_00,1251936000,242.12,2.01,0.424,0.424,60,0,3,0
2009-09-03_01,1251939600,241.16,1.68,0.359,0.359,60,1,3,0
2009-09-03_02,1251943200,239.94,1.57,0.339,0.339,60,2,3,0
2009-09-03_03,1251946800,241.11,1.85,0.397,0.397,60,3,3,0
2009-09-03_04,1251950400,241.44,1.36,0.308,0.308,60,4,3,0
2009-09-03_05,1251954000,240.69,1.59,0.35,0.35,60,5,3,0
2009-09-03_06,1251957600,239.73,4.48,1.048,1.048,60,6,3,0
2009-09-03_07,1251961200,238.8,5.33,1.256,1.256,60,7,3,0
2009-09-03_08,1251964800,241.58,3.88,0.882,0.882,60,8,3,0
2009-09-03_09,1251968400,241.31,5.05,1.174,1.174,60,9,3,0
2009-09-03_10,1251972000,241.62,6.17,1.419,1.419,60,10,3,0
2009-09-03_11,1251975600,241.46,4.79,1.121,1.121,60,11,3,0
2009-09-03_12,1251979200,242.99,4.77,1.15,1.15,60,12,3,0
2009-09-03_13,1251982800,242.87,6.51,1.535,1.535,60,13,3,0
2009-09-03_14,1251986400,240.7,6.57,1.494,1.494,60,14,3,0
2009-09-03_15,1251990000,242.85,2.6,0.592,0.592,60,15,3,0
2009-09-03_16,1251993600,241.7,1.86,0.414,0.414,60,16,3,0
2009-09-03_17,1251997200,241.39,2.14,0.462,0.462,60,17,3,0
2009-09-03_18,1252000800,240.23,1.74,0.387,0.387,60,18,3,0
2009-09-03_19,1252004400,240.75,2.8,0.627,0.627,60,19,3,0
2009-09-03_20,1252008000,239.81,3.18,0.74,0.74,60,20,3,0
2009-09-03_21,1252011600,239.44,9.1,2.172,2.172,60,21,3,0
2009-09-03_22,1252015200,243.26,7.8,1.873,1.873,60,22,3,0
2009-09-03_23,1252018800,244.99,1.44,0.33,0.33,60,23,3,0
2009-09-04_00,1252022400,243.25,1.61,0.351,0.351,60,0,4,0
2009-09-04_01,1252026000,243.67,1.47,0.326,0.326,60,1,4,0
2009-09-04_02,1252029600,243.36,1.39,0.316,0.316,60,2,4,0
2009-09-04_03,1252033200,244.16,1.74,0.373,0.373,60,3,4,0
2009-09-04_04,1252036800,244.4,1.11,0.255,0.255,60,4,4,0
2009-09-04_05,1252040400,243.38,1.6,0.348,0.348,60,5,4,0
2009-09-04_06,1252044000,241.09,4.68,1.089,1.089,60,6,4,0
2009-09-04_07,1252047600,238.36,7.81,1.868,1.868,60,7,4,0
2009-09-04_08,1252051200,240.18,6.83,1.645,1.645,60,8,4,0
2009-09-04_09,1252054800,240.45,5.65,1.364,1.364,60,9,4,0
2009-09-04_10,1252058400,239.81,5.81,1.401,1.401,60,10,4,0
2009-09-04_11,1252062000,240.7,2.52,0.595,0.595,60,11,4,0
2009-09-04_12,1252065600,242.86,1.34,0.307,0.307,60,12,4,0
2009-09-04_13,1252069200,241.43,1.72,0.366,0.366,60,13,4,0
2009-09-04_14,1252072800,242.92,1.39,0.318,0.318,60,14,4,0
2009-09-04_15,1252076400,241.93,2.77,0.646,0.646,60,15,4,0
2009-09-04_16,1252080000,242.56,1.72,0.365,0.365,60,16,4,0
2009-09-04_17,1252083600,240.62,1.63,0.357,0.357,60,17,4,0
2009-09-04_18,1252087200,240.62,1.49,0.317,0.317,60,18,4,0
2009-09-04_19,1252090800,240.73,4.56,1.052,1.052,60,19,4,0
2009-09-04_20,1252094400,240.31,8.16,1.957,1.957,60,20,4,0
2009-09-04_21,1252098000,241.45,2.68,0.634,0.634,60,21,4,0
2009-09-04_22,1252101600,245.46,1.95,0.444,0.444,60,22,4,0
2009-09-04_23,1252105200,244.62,1.7,0.379,0.379,60,23,4,0
2009-09-05_00,1252108800,241.85,1.19,0.262,0.262,60,0,5,1
2009-09-05_01,1252112400,241.59,1.65,0.357,0.357,60,1,5,1
2009-09-05_02,1252116000,240.96,1.29,0.292,0.292,60,2,5,1
2009-09-05_03,1252119600,242.48,1.6,0.35,0.35,60,3,5,1
2009-09-05_04,1252123200,243.32,1.39,0.313,0.313,60,4,5,1
2009-09-05_05,1252126800,242.51,4.19,1.014,1.014,60,5,5,1
2009-09-05_06,1252130400,241.8,2.74,0.63,0.63,60,6,5,1
2009-09-05_07,1252134000,239.54,7.26,1.728,1.728,60,7,5,1
2009-09-05_08,1252137600,240.67,6.22,1.488,1.488,60,8,5,1
2009-09-05_09,1252141200,241.85,5.78,1.403,1.403,60,9,5,1
2009-09-05_10,1252144800,240.24,4.91,1.095,1.095,60,10,5,1
2009-09-05_11,1252148400,237.83,8.88,2.042,2.042,60,11,5,1
2009-09-05_12,1252152000,237.09,9.33,2.167,2.167,60,12,5,1
2009-09-05_13,1252155600,239.08,7.52,1.765,1.765,60,13,5,1
2009-09-05_14,1252159200,237.24,7.68,1.769,1.769,60,14,5,1
2009-09-05_15,1252162800,239.24,6.09,1.419,1.419,60,15,5,1
2009-09-05_16,1252166400,242.6,2.72,0.623,0.623,60,16,5,1
2009-09-05_17,1252170000,241.28,6.28,1.448,1.448,60,17,5,1
2009-09-05_18,1252173600,241.13,5.33,1.199,1.199,60,18,5,1
2009-09-05_19,1252177200,239.59,6.94,1.627,1.627,60,19,5,1
2009-09-05_20,1252180800,240.37,2.15,0.472,0.472,60,20,5,1
2009-09-05_21,1252184400,240.67,2.77,0.643,0.643,60,21,5,1
2009-09-05_22,1252188000,242.74,2.53,0.568,0.568,60,22,5,1
2009-09-05_23,1252191600,244.98,2.33,0.556,0.556,60,23,5,1
2009-09-06_00,1252195200,242.44,1.87,0.414,0.414,60,0,6,1
2009-09-06_01,1252198800,242.53,1.82,0.411,0.411,60,1,6,1
2009-09-06_02,1252202400,240.21,3.1,0.719,0.719,60,2,6,1
2009-09-06_03,1252206000,241.94,1.56,0.341,0.341,60,3,6,1
2009-09-06_04,1252209600,241.88,1.38,0.307,0.307,60,4,6,1
2009-09-06_05,1252213200,242.18,1.8,0.378,0.378,60,5,6,1
2009-09-06_06,1252216800,241.54,1.29,0.292,0.292,60,6,6,1
2009-09-06_07,1252220400,242.01,1.48,0.318,0.318,60,7,6,1
2009-09-06_08,1252224000,240.61,2.41,0.52,0.52,60,8,6,1
2009-09-06_09,1252227600,241.05,4.75,1.099,1.099,60,9,6,1
2009-09-06_10,1252231200,239.5,5.0,1.167,1.167,60,10,6,1
2009-09-06_11,1252234800,240.77,7.08,1.686,1.686,60,11,6,1
2009-09-06_12,1252238400,241.38,8.36,2.001,2.001,60,12,6,1
2009-09-06_13,1252242000,244.12,3.99,0.964,0.964,60,13,6,1
2009-09-06_14,1252245600,241.45,3.16,0.712,0.712,60,14,6,1
2009-09-06_15,1252249200,244.22,1.39,0.32,0.32,60,15,6,1
2009-09-06_16,1252252800,243.58,1.74,0.388,0.388,60,16,6,1
